id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
386,콘소메맛 팝콘,270kcal,12.00g,39.00g,6.00g,270 ,6,12,
387,매콤한 콩불,853kcal,33.00g,112.00g,27.00g,853 ,27,33,
388,바지락칼국수,280kcal,1.40g,58.00g,9.00g,280 ,9,1,
389,제육불고기김밥,376kcal,8.00g,60.00g,16.00g,376 ,16,8,
390,1974 저지방 우유,45kcal,1.50g,5.00g,3.00g,45 ,3,1,
391,뉴참치햄샐러드김밥,370kcal,13.00g,53.00g,11.00g,370 ,11,13,
392,쫄깃한 명품 편육,710kcal,55.00g,12.00g,42.00g,710 ,42,55,
393,순우유케이크,205kcal,15.00g,15.00g,2.00g,205 ,2,15,
394,촉촉꿀고구마스틱,215kcal,0.00g,52.00g,1.00g,215 ,1,0,
395,순백딸기 미니케익,390kcal,22.00g,42.00g,6.00g,390 ,6,22,
396,더큰소불고기삼각김밥,245kcal,5.00g,44.00g,6.00g,245 ,6,5,
397,에그사라다 샌드위치,257kcal,17.00g,22.00g,4.00g,257 ,4,17,
398,참치쌈김밥,318kcal,8.00g,50.00g,11.00g,318 ,11,8,
399,뭉개뭉계란 단호박샐러드,265kcal,19.00g,15.00g,9.00g,265 ,9,19,
400,마늘보쌈 도시락,595kcal,19.00g,78.00g,28.00g,595 ,28,19,
401,모두의급식 간장불고기,720kcal,24.00g,92.00g,34.00g,720 ,34,24,
402,핫바득템 매콤,240kcal,20.00g,1.00g,14.00g,240 ,14,20,
403,신제육볶음김밥,445kcal,13.00g,61.00g,21.00g,445 ,21,13,
404,퀴노아바질미니샐러드,111kcal,2.10g,16.00g,7.00g,111 ,7,2,
405,고기만두 호빵,330kcal,12.00g,43.00g,13.00g,330 ,13,12,
406,백종원 매콤불고기반상,711kcal,23.00g,93.00g,33.00g,711 ,33,23,
407,바나나우유,390kcal,13.00g,57.00g,11.00g,390 ,11,13,
408,뉴리치소고기전주,179kcal,3.00g,34.00g,4.00g,179 ,4,3,
409,몬테크리스토 토스트,441kcal,21.00g,53.00g,10.00g,441 ,10,21,
410,치즈함박스테이크버거,491kcal,23.00g,52.00g,19.00g,491 ,19,23,
411,제주 청귤 아이스바,75kcal,0.00g,19.00g,0.00g,75 ,0,0,
412,반반치킨도시락,819kcal,26.00g,118.00g,28.00g,819 ,28,26,
413,스팸계란김치볶음밥,207kcal,6.00g,33.00g,6.00g,207 ,6,6,
414,바싹불고기 도시락,655kcal,18.00g,95.00g,27.00g,655 ,27,18,
415,따블버거,712kcal,32.00g,76.00g,30.00g,712 ,30,32,
416,에그&참치마요 샌드위치,233kcal,9.00g,27.00g,11.00g,233 ,11,9,
417,강릉초당두부 떠먹는 케이크,216kcal,8.00g,26.00g,10.00g,216 ,10,8,
418,진심 마카롱,364kcal,24.00g,32.00g,5.00g,364 ,5,24,
419,김치제육김밥,339kcal,8.00g,58.00g,10.00g,339 ,10,8,
420,꽃카라멜쿠키슈,360kcal,20.00g,40.00g,5.00g,360 ,5,20,
421,통리챔 참치마요 밥바,281kcal,9.00g,41.00g,9.00g,281 ,9,9,
422,자이언트 닭가슴살 블랙페퍼,100kcal,0.80g,3.00g,21.00g,100 ,21,0,
423,갈릭버터 오징어,120kcal,2.90g,9.00g,15.00g,120 ,15,2,
424,떡갈비김밥,418kcal,14.00g,56.00g,17.00g,418 ,17,14,
425,스팸마요김치볶음,203kcal,7.00g,31.00g,4.00g,203 ,4,7,
426,고구마빵,236kcal,8.00g,34.00g,7.00g,236 ,7,8,
427,에그고소햄 샌드위치,400kcal,20.00g,47.00g,8.00g,400 ,8,20,
428,백종원 떡갈비 불고기,361kcal,6.80g,65.00g,10.00g,361 ,10,6,
429,제육삼각김밥,182kcal,2.40g,35.00g,5.00g,182 ,5,2,
430,부대소시지 김밥,391kcal,13.00g,55.00g,15.00g,391 ,15,13,
431,함박&계란볶음밥,570kcal,24.00g,70.00g,20.00g,570 ,20,24,
432,트러플리조또김밥,342kcal,12.00g,43.00g,16.00g,342 ,16,12,
433,마늘치킨&깐풍치킨 도시락,713kcal,24.00g,92.00g,32.00g,713 ,32,24,
434,크랜베리 치킨 샌드위치,368kcal,16.00g,43.00g,13.00g,368 ,13,16,
435,제육김치삼각김밥,195kcal,2.90g,37.00g,6.00g,195 ,6,2,
436,국산콩두부,85kcal,6.00g,1.00g,7.00g,85 ,7,6,
437,할리스 민트초코,275kcal,6.50g,48.00g,5.50g,275 ,5,6,
438,한상 가득,735kcal,27.00g,90.00g,28.00g,735 ,28,27,
439,더큰 아보카도 명란마요 삼각김밥,269kcal,4.50g,51.00g,6.00g,269 ,6,4,
440,생강꿀차,140kcal,0.00g,35.00g,0.00g,140 ,0,0,
441,에그가 먼저닭 미니샐러드,156kcal,12.00g,5.00g,7.00g,156 ,7,12,
442,구운달걀 카레덮밥,675kcal,27.00g,86.00g,22.00g,675 ,22,27,
443,고기듬뿍 제주돈불고기,508kcal,8.00g,79.00g,30.00g,508 ,30,8,
444,너비아니 정식,777kcal,33.00g,87.00g,33.00g,777 ,33,33,
445,초코크로와상,370kcal,18.00g,45.00g,8.00g,370 ,8,18,
446,참치마요김밥,377kcal,13.00g,52.00g,13.00g,377 ,13,13,
447,카페라떼,190kcal,7.00g,25.00g,6.00g,190 ,6,7,
448,로제 닭갈비,247kcal,3.00g,47.00g,8.00g,247 ,8,3,
449,이건가요 샌드위치 치즈맛살,442kcal,18.00g,61.00g,9.00g,442 ,9,18,
450,초코 포레누아,255kcal,14.00g,30.00g,2.00g,255 ,2,14,
451,삼겹구이컵밥,441kcal,17.00g,58.00g,14.00g,441 ,14,17,
452,더큰청양참치마요,275kcal,11.00g,37.00g,7.00g,275 ,7,11,
453,BELT 포테이토 샌드위치,361kcal,21.00g,31.00g,12.00g,361 ,12,21,
454,페퍼로니 모짜치즈 버거,454kcal,19.00g,50.00g,21.00g,454 ,21,19,
455,트러플 리조또 김밥,342kcal,12.00g,43.00g,16.00g,342 ,16,12,
456,계란듬뿍김밥,352kcal,7.00g,59.00g,14.00g,352 ,14,7,
457,치즈퐁듀,365kcal,26.00g,29.00g,3.00g,365 ,3,26,
458,갈릭치킨마요 삼각김밥,220kcal,6.00g,35.00g,7.00g,220 ,7,6,
459,참치마요 전주비빔 반반김밥,358kcal,9.00g,58.00g,12.00g,358 ,12,9,
460,백종원 매콤 불고기 정식,742kcal,26.00g,96.00g,31.00g,742 ,31,26,
461,베트남식 반미 샌드위치,262kcal,6.00g,37.00g,15.00g,262 ,15,6,
462,직화 고추장삼겹,717kcal,25.00g,85.00g,38.00g,717 ,38,25,
463,백종원 더블 닭갈비,356kcal,8.00g,58.00g,13.00g,356 ,13,8,
464,돼지불백정식,882kcal,34.00g,108.00g,36.00g,882 ,36,34,
465,봄나물 비빔밥 (353g),533kcal,9.00g,99.00g,14.00g,533 ,14,9,
466,카라멜 팝콘,375kcal,18.00g,52.00g,1.00g,375 ,1,18,
467,모두의급식 김치삼겹,788kcal,32.00g,96.00g,29.00g,788 ,29,32,
468,연어왕 유부초밥,450kcal,10.00g,76.00g,14.00g,450 ,14,10,
469,에그마니샌드위치,442kcal,18.00g,52.00g,18.00g,442 ,18,18,
470,악마빙수,166kcal,7.00g,22.00g,3.00g,166 ,3,7,
471,더블에그&핫튜나 샌드위치,385kcal,21.00g,38.00g,11.00g,385 ,11,21,
472,모찌롤딸기,371kcal,23.00g,36.00g,5.00g,371 ,5,23,
473,치킨아몬드프로틴볼샐러드,182kcal,6.00g,13.00g,19.00g,182 ,19,6,
474,엄마의 맘,702kcal,26.00g,94.00g,24.00g,702 ,24,26,
475,더큰참치마요네즈,360kcal,20.00g,36.00g,9.00g,360 ,9,20,
476,에그퐁당토스트,419kcal,17.00g,53.00g,14.00g,419 ,14,17,
477,수퍼롱207후랑크,270kcal,18.00g,11.00g,16.00g,270 ,16,18,
478,더고소한 계란듬뿍 샌드위치,366kcal,25.00g,25.00g,11.00g,366 ,11,25,
479,뉴 돈까스 샌드,505kcal,25.00g,53.00g,17.00g,505 ,17,25,
480,백종원 더블 닭갈비 정식,604kcal,16.00g,89.00g,26.00g,604 ,26,16,
481,헤이즐넛향,65kcal,0.00g,16.00g,1.00g,65 ,1,0,
482,청포도에이드,80kcal,0.00g,20.00g,0.00g,80 ,0,0,
483,듬뿍 우렁된장 정식,600kcal,12.00g,103.00g,20.00g,600 ,20,12,
484,매운 불껍데기,255kcal,10.00g,19.00g,21.00g,255 ,21,10,
485,고등어,160kcal,15.00g,3.00g,16.00g,160 ,16,15,
486,한우불고기반상,589kcal,9.00g,96.00g,31.00g,589 ,31,9,
487,쫀득롤케익 초코,436kcal,21.00g,53.00g,8.00g,436 ,8,21,
488,New 오리지날 치킨버거,405kcal,13.00g,48.00g,24.00g,405 ,24,13,
489,벌교 꼬막 비빔밥,426kcal,6.00g,80.00g,13.00g,426 ,13,6,
490,불닭볶음밥,222kcal,5.00g,37.00g,7.00g,222 ,7,5,
491,큐브스테이크볼,209kcal,13.00g,9.00g,14.00g,209 ,14,13,
492,김치통스팸삼각김밥,189kcal,3.90g,33.00g,6.00g,189 ,6,3,
493,매콤참치김밥,318kcal,6.00g,56.00g,10.00g,318 ,10,6,
494,양념치킨까스버거,539kcal,22.00g,65.00g,20.00g,539 ,20,22,
495,고기많은도시락,769kcal,21.00g,115.00g,29.00g,769 ,29,21,
496,로스트비프 에그볼 샐러드,190kcal,10.00g,15.00g,10.00g,190 ,10,10,
497,큐브 스테이크 볼,209kcal,13.00g,9.00g,14.00g,209 ,14,13,
498,초코 골드바,305kcal,18.00g,32.00g,3.00g,305 ,3,18,
499,사천식 돼지고기&계란볶음밥 도시락,822kcal,33.00g,95.00g,36.00g,822 ,36,33,
500,훈제 닭가슴살 샐러드,125kcal,2.14g,13.62g,12.53g,125 ,12,2,
501,치킨 찹찹 미니샐러드,153kcal,9.00g,7.00g,11.00g,153 ,11,9,
502,집밥은 씨유 사골국,31kcal,0.80g,4.70g,1.30g,31 ,1,0,
503,부드러운 계란 김밥,330kcal,6.00g,57.00g,12.00g,330 ,12,6,
504,호로록 수제비,519kcal,1.70g,117.00g,9.00g,519 ,9,1,
505,싱가포르 카야토스트,426kcal,22.00g,49.00g,8.00g,426 ,8,22,
506,베이컨 참치마요 삼각김밥,201kcal,5.00g,34.00g,5.00g,201 ,5,5,
507,고기왕듬뿍 도시락,730kcal,26.00g,91.00g,33.00g,730 ,33,26,
508,계란과자,455kcal,21.00g,61.00g,6.00g,455 ,6,21,
509,햄참치마요,184kcal,3.50g,33.00g,5.00g,184 ,5,3,
510,더큰베이컨참치마요,329kcal,11.00g,52.00g,6.00g,329 ,6,11,
511,가벼운 한끼 도시락,385kcal,10.00g,40.00g,24.00g,385 ,24,10,
512,화딱지장,242kcal,3.30g,47.00g,6.00g,242 ,6,3,
513,모짜치즈듬뿍 김밥,366kcal,11.00g,51.00g,16.00g,366 ,16,11,
514,추억의 샌드위치,351kcal,15.00g,37.00g,18.00g,351 ,18,15,
515,함박치킨도시락,750kcal,26.00g,103.00g,26.00g,750 ,26,26,
516,핸디피자 고르곤졸라,230kcal,10.00g,30.00g,5.00g,230 ,5,10,
517,크래미 유부삼각,244kcal,6.00g,42.00g,6.00g,244 ,6,6,
518,황금제육 도시락,723kcal,18.00g,106.00g,35.00g,723 ,35,18,
519,스테이크에그볼 샐러드,159kcal,7.00g,12.00g,12.00g,159 ,12,7,
520,치킨햄샌드위치,304kcal,6.70g,49.00g,12.00g,304 ,12,6,
521,쭈쭈바,83kcal,0.50g,20.90g,0.00g,83 ,0,0,
522,초코찰떡꼬치,482kcal,5.13g,102.00g,7.40g,482 ,7,5,
523,김치참치,170kcal,2.90g,31.00g,5.00g,170 ,5,2,
524,반숙대란,120kcal,4.10g,0.00g,6.00g,120 ,6,4,
525,더 건강한 소시지김밥,415kcal,11.00g,62.00g,17.00g,415 ,17,11,
526,달콤한 소라형 과자,675kcal,34.00g,81.00g,11.00g,675 ,11,34,
527,에그베네딕트샌드위치,288kcal,12.00g,32.00g,13.00g,288 ,13,12,
528,딸기우유찰떡,111kcal,1.70g,23.00g,1.00g,111 ,1,1,
529,백종원 콘치즈참치 샌드위치,341kcal,13.00g,47.00g,9.00g,341 ,9,13,
530,리코타치킨 아몬드볼,232kcal,12.00g,15.00g,16.00g,232 ,16,12,
531,바삭 고구마,111kcal,0.10g,25.80g,1.60g,111 ,1,0,
532,매콤참치콘마요,189kcal,4.40g,33.00g,5.00g,189 ,5,4,
533,에그불고기버거,368kcal,20.00g,36.00g,11.00g,368 ,11,20,
534,불고기치즈피자,230kcal,8.00g,25.00g,13.00g,230 ,13,8,
535,바닐라 아이스크림맛 팝콘,405kcal,25.00g,46.00g,2.60g,405 ,2,25,
536,핸디피자 페퍼로니,175kcal,4.80g,27.00g,6.00g,175 ,6,4,
537,바로먹는 한끼 연어스테이크,145kcal,7.60g,1.20g,18.40g,145 ,18,7,
538,갈릭통살치킨버거,370kcal,14.00g,47.00g,13.00g,370 ,13,14,
539,초코소라빵,295kcal,6.00g,57.00g,4.00g,295 ,4,6,
540,편스토랑 미트파이 오리지널,384kcal,16.00g,39.00g,21.00g,384 ,21,16,
541,꽃카라멜 뚱카롱,342kcal,20.00g,39.00g,3.00g,342 ,3,20,
542,에그가먼저닭 미니샐러드,156kcal,12.00g,5.00g,7.00g,156 ,7,12,
543,모두의급식 마늘제육,763kcal,27.00g,97.00g,33.00g,763 ,33,27,
544,햄에그모닝머핀,376kcal,16.00g,41.00g,17.00g,376 ,17,16,
545,반반치킨불고기정식,708kcal,20.00g,108.00g,24.00g,708 ,24,20,
546,케이준치킨샐러드 샌드위치,325kcal,13.00g,43.00g,9.00g,325 ,9,13,
547,불곱창 짜글이,370kcal,10.00g,55.00g,15.00g,370 ,15,10,
548,닭고기 계란 덮밥,563kcal,11.00g,94.00g,22.00g,563 ,22,11,
549,리얼생초코찰떡,113kcal,2.30g,22.00g,1.00g,113 ,1,2,
550,치킨치즈그라탕,714kcal,30.00g,86.00g,25.00g,714 ,25,30,
551,양상추햄치즈샌드위치,399kcal,23.00g,38.00g,10.00g,399 ,10,23,
552,망고30%바,131kcal,0.00g,32.00g,0.00g,131 ,0,0,
553,닭대닭 도시락,753kcal,26.00g,85.00g,46.00g,753 ,46,26,
554,김밥파티,492kcal,13.00g,74.00g,19.00g,492 ,19,13,
555,칠리크랩버거,374kcal,12.00g,56.00g,11.00g,374 ,11,12,
556,핸디피자 불고기,275kcal,7.00g,41.00g,12.00g,275 ,12,7,
557,한끼연어스테이크,152kcal,8.60g,0.80g,18.40g,152 ,18,8,
558,미트커리 돈까스 주먹밥,209kcal,5.00g,35.00g,5.00g,209 ,5,5,
559,갈비양념치킨도시락,809kcal,29.00g,107.00g,31.00g,809 ,31,29,
560,추억의 매점 피자빵,400kcal,27.00g,33.00g,6.00g,400 ,6,27,
561,충무김밥,369kcal,2.30g,75.00g,12.00g,369 ,12,2,
562,냉모밀,302kcal,3.80g,59.00g,8.00g,302 ,8,3,
563,센베이과자,127kcal,0.30g,26.70g,2.40g,127 ,2,0,
564,전주비빔삼각김밥,179kcal,2.10g,36.00g,4.00g,179 ,4,2,
565,매콤삼겹덮밥,685kcal,19.00g,107.00g,22.00g,685 ,22,19,
566,점보 4단 샌드 햄감자&게맛살,383kcal,11.00g,56.00g,15.00g,383 ,15,11,
567,매콤불고기정식,843kcal,31.00g,112.00g,29.00g,843 ,29,31,
568,케이준치킨샌드위치,459kcal,15.00g,66.00g,15.00g,459 ,15,15,
569,불닭김밥,325kcal,9.00g,52.00g,9.00g,325 ,9,9,
570,시장김밥,400kcal,8.00g,74.00g,9.00g,400 ,9,8,
571,한상가득,715kcal,25.00g,86.00g,37.00g,715 ,37,25,
572,더블바베큐버거,444kcal,18.00g,54.00g,16.00g,444 ,16,18,
573,로제치킨리조또 김밥,305kcal,13.00g,37.00g,11.00g,305 ,11,13,
574,트리플치즈버거,584kcal,28.00g,54.00g,29.00g,584 ,29,28,
575,햄에그모닝머핀,411kcal,19.00g,47.00g,13.00g,411 ,13,19,
576,크림치즈치킨샌드위치,425kcal,25.00g,36.00g,14.00g,425 ,14,25,
577,프로틴스펙스,195kcal,1.40g,30.00g,15.00g,195 ,15,1,
578,고구마치킨콥볼,158kcal,6.00g,13.00g,13.00g,158 ,13,6,
579,Butter Coffee,185kcal,19.00g,1.80g,2.00g,185 ,2,19,
580,소고기고추장 삼각김밥,178kcal,2.40g,35.00g,4.00g,178 ,4,2,
581,떡볶이 스낵,385kcal,24.00g,40.00g,2.00g,385 ,2,24,
582,리치치킨데리마요,351kcal,11.00g,54.00g,9.00g,351 ,9,11,
583,빽햄 데리마요 밥바,299kcal,11.00g,43.00g,7.00g,299 ,7,11,
584,단짠단짠 전주비빔 삼각김밥,180kcal,2.70g,34.00g,5.00g,180 ,5,2,
585,도구리 모닝샌드,290kcal,10.00g,36.00g,14.00g,290 ,14,10,
586,베이컨 샌드위치,346kcal,14.00g,38.00g,17.00g,346 ,17,14,
587,리챔김치볶음,213kcal,9.00g,29.00g,4.00g,213 ,4,9,
588,탕수육&깐풍치킨,863kcal,31.00g,119.00g,27.00g,863 ,27,31,
589,어니언스프,94kcal,2.80g,16.00g,1.00g,94 ,1,2,
590,메론 모찌롤,374kcal,22.00g,37.00g,7.00g,374 ,7,22,
591,무민초코우유,260kcal,5.40g,43.00g,10.00g,260 ,10,5,
592,눈부신 초코블랑,215kcal,11.00g,27.00g,2.00g,215 ,2,11,
593,케이준치킨샌드,358kcal,16.00g,40.00g,13.00g,358 ,13,16,
594,갈비 양념치킨 도시락,809kcal,29.00g,107.00g,31.00g,809 ,31,29,
595,소금카라멜 모찌롤,390kcal,26.00g,33.00g,6.00g,390 ,6,26,
596,찰진순대,170kcal,3.80g,30.00g,4.00g,170 ,4,3,
597,갈릭버터랍스타 삼각김밥,184kcal,4.10g,33.00g,4.00g,184 ,4,4,
598,로스트치킨 에그볼,192kcal,12.00g,9.00g,12.00g,192 ,12,12,
599,참치마라,245kcal,10.00g,18.00g,21.00g,245 ,21,10,
600,참치마요&전주비빔 삼각김밥,372kcal,8.00g,66.00g,9.00g,372 ,9,8,
601,서울식소불고기,266kcal,6.00g,44.00g,9.00g,266 ,9,6,
602,치킨마요,212kcal,8.00g,30.00g,5.00g,212 ,5,8,
603,프레첼&카라멜팝콘,340kcal,11.00g,57.00g,3.00g,340 ,3,11,
604,리챔 참치마요 더블2XL,283kcal,7.00g,43.00g,12.00g,283 ,12,7,
605,갈릭페퍼치킨 미니샐러드,173kcal,9.00g,13.00g,10.00g,173 ,10,9,
606,Delaffe 믹스커피,120kcal,0.70g,27.00g,1.00g,120 ,1,0,
607,햄감자샐러드 샌드위치,441kcal,17.00g,61.00g,11.00g,441 ,11,17,
608,참치김치볶음삼각김밥,180kcal,3.60g,31.00g,6.00g,180 ,6,3,
609,단짝,174kcal,0.00g,43.00g,0.00g,174 ,0,0,
610,스팸마요와고추참치김밥,330kcal,5.00g,58.00g,13.00g,330 ,13,5,
611,더큰불고기삼각김밥,260kcal,2.30g,51.00g,8.00g,260 ,8,2,
612,장수보쌈수육,196kcal,12.00g,9.00g,12.00g,196 ,12,12,
613,퀴노아미숫가루우유,230kcal,7.00g,35.00g,6.50g,230 ,6,7,
614,대왕계란구이,145kcal,5.00g,13.00g,12.00g,145 ,12,5,
615,양념치킨 삼각김밥,210kcal,3.70g,39.00g,5.00g,210 ,5,3,
616,경양식치즈함박스테이크,820kcal,35.00g,83.00g,43.00g,820 ,43,35,
617,쌍쌍맛살,110kcal,0.70g,13.00g,10.00g,110 ,10,0,
618,골드핑거치킨샐러드,275kcal,11.64g,24.98g,17.55g,275 ,17,11,
619,마이홍 치즈칠리버거,349kcal,21.00g,19.00g,14.00g,349 ,14,21,
620,케이준 치킨 샌드위치,459kcal,15.00g,66.00g,15.00g,459 ,15,15,
621,새우 계란찜,60kcal,3.30g,1.00g,7.00g,60 ,7,3,
622,Ham&Egg 햄에그샌드위치,388kcal,16.00g,49.00g,12.00g,388 ,12,16,
623,광양식불고기,181kcal,2.30g,35.00g,5.00g,181 ,5,2,
624,통스팸구이 삼각김밥,183kcal,4.20g,31.00g,5.00g,183 ,5,4,
625,에멘탈 치즈빵,302kcal,10.00g,40.00g,13.00g,302 ,13,10,
626,초코청크 로얄쿠키,350kcal,15.00g,50.00g,4.00g,350 ,4,15,
627,자이언트 쫄볶이,687kcal,2.60g,150.00g,16.00g,687 ,16,2,
628,추억의도시락,646kcal,22.00g,90.00g,22.00g,646 ,22,22,
629,양파햄감자샌드,290kcal,10.00g,40.00g,10.00g,290 ,10,10,
630,매운불맛후랑크,300kcal,20.00g,16.00g,14.00g,300 ,14,20,
631,80라떼,145kcal,8.30g,12.00g,6.00g,145 ,6,8,
632,서장훈 반숙란,64kcal,3.60g,1.00g,7.00g,64 ,7,3,
633,투머치참치왕김빱,500kcal,13.00g,73.00g,24.00g,500 ,24,13,
634,그린유부김밥,328kcal,12.00g,45.00g,10.00g,328 ,10,12,
635,마라샹궈면 큰컵,520kcal,23.00g,64.00g,14.00g,520 ,14,23,
636,마라치킨 도시락,807kcal,23.00g,119.00g,31.00g,807 ,31,23,
637,밀푀유김밥,423kcal,23.00g,42.00g,12.00g,423 ,12,23,
638,김혜자 진수성찬 도시락,648kcal,26.00g,73.00g,29.00g,648 ,29,26,
639,여배우 인기김밥,421kcal,8.00g,75.00g,13.00g,421 ,13,8,
640,스트로베리 찹쌀모찌,190kcal,0.00g,44.00g,3.00g,190 ,3,0,
641,끝내주는 두부김치,300kcal,16.00g,18.00g,21.00g,300 ,21,16,
642,연세우유 크림치즈우유롤케익,457kcal,34.00g,31.00g,7.00g,457 ,7,34,
643,백종원 우삼겹 정식,780kcal,36.00g,88.00g,26.00g,780 ,26,36,
644,주먹왕 스팸마요,436kcal,12.00g,73.00g,9.00g,436 ,9,12,
645,쫀득한 초콜릿 마카롱,340kcal,18.00g,40.00g,4.00g,340 ,4,18,
646,마카다미아 청크쿠키,307kcal,13.00g,47.00g,2.00g,307 ,2,13,
647,액션가면 라멘,186kcal,7.00g,27.00g,5.00g,186 ,5,7,
648,청포도라임 에이드,90kcal,0.00g,20.00g,2.00g,90 ,2,0,
649,스팸 정식,651kcal,19.00g,100.00g,20.00g,651 ,20,19,
650,여름감자 샌드위치,299kcal,11.00g,42.00g,8.00g,299 ,8,11,
651,펌킨가든볼,210kcal,6.00g,35.00g,4.00g,210 ,4,6,
652,위대한 훈제오리,352kcal,32.00g,3.00g,13.00g,352 ,13,32,
653,단팥팬케이크,180kcal,3.10g,35.00g,3.00g,180 ,3,3,
654,훈제오리,275kcal,24.00g,0.00g,15.00g,275 ,15,24,
655,꽉담은 치즈 함박 스파게티,667kcal,35.00g,64.00g,24.00g,667 ,24,35,
656,오븐에 구운 레몬케이크,204kcal,12.00g,20.00g,4.00g,204 ,4,12,
657,한상가득도시락,715kcal,25.00g,86.00g,37.00g,715 ,37,25,
658,나를 위한 닭가슴살 도시락,384kcal,12.00g,43.00g,26.00g,384 ,26,12,
659,트리플치즈더블버거,465kcal,24.00g,38.00g,23.00g,465 ,23,24,
660,꼬불이 라면스낵,300kcal,21.00g,27.00g,0.40g,300 ,0,21,
661,간장불고기 삼각김밥,180kcal,3.50g,31.00g,6.00g,180 ,6,3,
662,타로 버블티,160kcal,3.80g,28.00g,4.00g,160 ,4,3,
663,백종원 한판 도시락,843kcal,35.00g,100.00g,32.00g,843 ,32,35,
664,백종원 더블 고기 정식,870kcal,42.00g,88.00g,35.00g,870 ,35,42,
665,자이언트 닭가슴살 오리지널,110kcal,1.00g,0.00g,24.00g,110 ,24,1,
666,오란다,575kcal,21.00g,86.00g,11.00g,575 ,11,21,
667,자이언트 매콤 닭강정,1648kcal,72.00g,146.00g,104.00g,1648 ,104,72,
668,초코버터스틱,855kcal,45.00g,104.00g,9.00g,855 ,9,45,
669,700 소고기 고추장,178kcal,2.40g,35.00g,4.00g,178 ,4,2,
670,치즈폭탄버거,549kcal,28.00g,45.00g,29.00g,549 ,29,28,
671,햄에그&토마토 샌드위치,467kcal,27.00g,40.00g,16.00g,467 ,16,27,
672,그릴바베큐후랑크,205kcal,15.00g,5.00g,13.00g,205 ,13,15,
673,트리플 쨈드위치,348kcal,12.00g,53.00g,8.00g,348 ,8,12,
674,펭모닝참치,363kcal,18.00g,36.00g,15.00g,363 ,15,18,
675,로스트비프&아보카도,281kcal,10.00g,35.00g,13.00g,281 ,13,10,
676,강릉초당순두부아이스크림,178kcal,8.00g,22.00g,5.00g,178 ,5,8,
677,불진미참치마요,355kcal,12.00g,48.00g,13.00g,355 ,13,12,
678,넛츠코코,122kcal,9.00g,7.00g,3.00g,122 ,3,9,
679,스테이크에그볼,159kcal,7.00g,12.00g,12.00g,159 ,12,7,
680,간장찜닭,528kcal,4.40g,89.00g,33.00g,528 ,33,4,
681,맛새우칩,155kcal,8.00g,20.00g,2.00g,155 ,2,8,
682,흑임자치킨 미니 샐러드,118kcal,6.00g,8.00g,8.00g,118 ,8,6,
683,마늘바게트,140kcal,4.50g,20.00g,3.00g,140 ,3,4,
684,콘치즈빵빵,355kcal,15.00g,48.00g,7.00g,355 ,7,15,
685,소금커피,135kcal,3.60g,24.30g,1.20g,135 ,1,3,
686,종가집김치 수육정식,643kcal,23.00g,77.00g,32.00g,643 ,32,23,
687,마라훠궈 홍탕면,395kcal,2.90g,83.00g,10.00g,395 ,10,2,
688,야채칩,155kcal,9.00g,17.00g,1.00g,155 ,1,9,
689,리챔 참치마요 삼각김밥,318kcal,10.00g,46.00g,11.00g,318 ,11,10,
690,금성라면,490kcal,16.00g,74.00g,12.00g,490 ,12,16,
691,초코써니볼,210kcal,6.00g,37.00g,2.00g,210 ,2,6,
692,3단타워버거,629kcal,32.20g,64.00g,21.00g,629 ,21,32,
693,살라미니 피칸트,120kcal,10.00g,0.30g,7.00g,120 ,7,10,
694,참깨누룽지탕면,560kcal,19.00g,86.00g,11.00g,560 ,11,19,
695,강릉초당 순두부 아이스크림,175kcal,8.00g,21.00g,5.00g,175 ,5,8,
696,오르조 가바,30kcal,0.00g,8.00g,0.00g,30 ,0,0,
697,반반한치즈브라우니,160kcal,9.00g,17.00g,3.00g,160 ,3,9,
698,버터치킨 마크니 샌드위치,308kcal,12.00g,39.00g,11.00g,308 ,11,12,
699,베리앤치킨샌드위치,393kcal,17.00g,48.00g,12.00g,393 ,12,17,
700,듀록바비큐김밥,422kcal,6.00g,74.00g,18.00g,422 ,18,6,
701,떡갈비&닭갈비,690kcal,22.00g,88.00g,35.00g,690 ,35,22,
702,백종원 더블까스 김밥,491kcal,19.00g,66.00g,14.00g,491 ,14,19,
703,자이언트 빨간 순대,634kcal,14.00g,120.00g,7.00g,634 ,7,14,
704,전주비빔,179kcal,2.10g,36.00g,4.00g,179 ,4,2,
705,수 반상,911kcal,31.00g,105.00g,53.00g,911 ,53,31,
706,팔도진미 강원도편 춘천식닭갈비,633kcal,17.00g,90.00g,30.00g,633 ,30,17,
707,매콤직화불고기 삼각김밥,268kcal,4.40g,47.00g,10.00g,268 ,10,4,
708,Big 스팸마요,314kcal,10.00g,49.00g,7.00g,314 ,7,10,
709,와사비크래미샌드위치,269kcal,9.00g,40.00g,7.00g,269 ,7,9,
710,갈비양념버거,372kcal,14.00g,48.00g,14.00g,372 ,14,14,
711,소이갈릭치밥,606kcal,26.00g,68.00g,25.00g,606 ,25,26,
712,듀오샌드위치,315kcal,19.00g,29.00g,7.00g,315 ,7,19,
713,계란듬뿍샌드,312kcal,17.00g,30.00g,11.00g,312 ,11,17,
714,알찬도시락,602kcal,15.00g,94.00g,24.00g,602 ,24,15,
715,기사님도반한불백,571kcal,16.00g,88.00g,19.00g,571 ,19,16,
