id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
594,갈비 양념치킨 도시락,809kcal,29.00g,107.00g,31.00g,809 ,809 ,809 ,
595,소금카라멜 모찌롤,390kcal,26.00g,33.00g,6.00g,390 ,390 ,390 ,
596,찰진순대,170kcal,3.80g,30.00g,4.00g,170 ,170 ,170 ,
597,갈릭버터랍스타 삼각김밥,184kcal,4.10g,33.00g,4.00g,184 ,184 ,184 ,
598,로스트치킨 에그볼,192kcal,12.00g,9.00g,12.00g,192 ,192 ,192 ,
599,참치마라,245kcal,10.00g,18.00g,21.00g,245 ,245 ,245 ,
600,참치마요&전주비빔 삼각김밥,372kcal,8.00g,66.00g,9.00g,372 ,372 ,372 ,
601,서울식소불고기,266kcal,6.00g,44.00g,9.00g,266 ,266 ,266 ,
602,치킨마요,212kcal,8.00g,30.00g,5.00g,212 ,212 ,212 ,
603,프레첼&카라멜팝콘,340kcal,11.00g,57.00g,3.00g,340 ,340 ,340 ,
604,리챔 참치마요 더블2XL,283kcal,7.00g,43.00g,12.00g,283 ,283 ,283 ,
605,갈릭페퍼치킨 미니샐러드,173kcal,9.00g,13.00g,10.00g,173 ,173 ,173 ,
606,Delaffe 믹스커피,120kcal,0.70g,27.00g,1.00g,120 ,120 ,120 ,
607,햄감자샐러드 샌드위치,441kcal,17.00g,61.00g,11.00g,441 ,441 ,441 ,
608,참치김치볶음삼각김밥,180kcal,3.60g,31.00g,6.00g,180 ,180 ,180 ,
609,단짝,174kcal,0.00g,43.00g,0.00g,174 ,174 ,174 ,
610,스팸마요와고추참치김밥,330kcal,5.00g,58.00g,13.00g,330 ,330 ,330 ,
611,더큰불고기삼각김밥,260kcal,2.30g,51.00g,8.00g,260 ,260 ,260 ,
612,장수보쌈수육,196kcal,12.00g,9.00g,12.00g,196 ,196 ,196 ,
613,퀴노아미숫가루우유,230kcal,7.00g,35.00g,6.50g,230 ,230 ,230 ,
614,대왕계란구이,145kcal,5.00g,13.00g,12.00g,145 ,145 ,145 ,
615,양념치킨 삼각김밥,210kcal,3.70g,39.00g,5.00g,210 ,210 ,210 ,
616,경양식치즈함박스테이크,820kcal,35.00g,83.00g,43.00g,820 ,820 ,820 ,
617,쌍쌍맛살,110kcal,0.70g,13.00g,10.00g,110 ,110 ,110 ,
618,골드핑거치킨샐러드,275kcal,11.64g,24.98g,17.55g,275 ,275 ,275 ,
619,마이홍 치즈칠리버거,349kcal,21.00g,19.00g,14.00g,349 ,349 ,349 ,
620,케이준 치킨 샌드위치,459kcal,15.00g,66.00g,15.00g,459 ,459 ,459 ,
621,새우 계란찜,60kcal,3.30g,1.00g,7.00g,60 ,60 ,60 ,
622,Ham&Egg 햄에그샌드위치,388kcal,16.00g,49.00g,12.00g,388 ,388 ,388 ,
623,광양식불고기,181kcal,2.30g,35.00g,5.00g,181 ,181 ,181 ,
624,통스팸구이 삼각김밥,183kcal,4.20g,31.00g,5.00g,183 ,183 ,183 ,
625,에멘탈 치즈빵,302kcal,10.00g,40.00g,13.00g,302 ,302 ,302 ,
626,초코청크 로얄쿠키,350kcal,15.00g,50.00g,4.00g,350 ,350 ,350 ,
627,자이언트 쫄볶이,687kcal,2.60g,150.00g,16.00g,687 ,687 ,687 ,
628,추억의도시락,646kcal,22.00g,90.00g,22.00g,646 ,646 ,646 ,
629,양파햄감자샌드,290kcal,10.00g,40.00g,10.00g,290 ,290 ,290 ,
630,매운불맛후랑크,300kcal,20.00g,16.00g,14.00g,300 ,300 ,300 ,
631,80라떼,145kcal,8.30g,12.00g,6.00g,145 ,145 ,145 ,
632,서장훈 반숙란,64kcal,3.60g,1.00g,7.00g,64 ,64 ,64 ,
633,투머치참치왕김빱,500kcal,13.00g,73.00g,24.00g,500 ,500 ,500 ,
634,그린유부김밥,328kcal,12.00g,45.00g,10.00g,328 ,328 ,328 ,
635,마라샹궈면 큰컵,520kcal,23.00g,64.00g,14.00g,520 ,520 ,520 ,
636,마라치킨 도시락,807kcal,23.00g,119.00g,31.00g,807 ,807 ,807 ,
637,밀푀유김밥,423kcal,23.00g,42.00g,12.00g,423 ,423 ,423 ,
638,김혜자 진수성찬 도시락,648kcal,26.00g,73.00g,29.00g,648 ,648 ,648 ,
639,여배우 인기김밥,421kcal,8.00g,75.00g,13.00g,421 ,421 ,421 ,
640,스트로베리 찹쌀모찌,190kcal,0.00g,44.00g,3.00g,190 ,190 ,190 ,
641,끝내주는 두부김치,300kcal,16.00g,18.00g,21.00g,300 ,300 ,300 ,
642,연세우유 크림치즈우유롤케익,457kcal,34.00g,31.00g,7.00g,457 ,457 ,457 ,
643,백종원 우삼겹 정식,780kcal,36.00g,88.00g,26.00g,780 ,780 ,780 ,
644,주먹왕 스팸마요,436kcal,12.00g,73.00g,9.00g,436 ,436 ,436 ,
645,쫀득한 초콜릿 마카롱,340kcal,18.00g,40.00g,4.00g,340 ,340 ,340 ,
646,마카다미아 청크쿠키,307kcal,13.00g,47.00g,2.00g,307 ,307 ,307 ,
647,액션가면 라멘,186kcal,7.00g,27.00g,5.00g,186 ,186 ,186 ,
648,청포도라임 에이드,90kcal,0.00g,20.00g,2.00g,90 ,90 ,90 ,
649,스팸 정식,651kcal,19.00g,100.00g,20.00g,651 ,651 ,651 ,
650,여름감자 샌드위치,299kcal,11.00g,42.00g,8.00g,299 ,299 ,299 ,
651,펌킨가든볼,210kcal,6.00g,35.00g,4.00g,210 ,210 ,210 ,
652,위대한 훈제오리,352kcal,32.00g,3.00g,13.00g,352 ,352 ,352 ,
653,단팥팬케이크,180kcal,3.10g,35.00g,3.00g,180 ,180 ,180 ,
654,훈제오리,275kcal,24.00g,0.00g,15.00g,275 ,275 ,275 ,
655,꽉담은 치즈 함박 스파게티,667kcal,35.00g,64.00g,24.00g,667 ,667 ,667 ,
656,오븐에 구운 레몬케이크,204kcal,12.00g,20.00g,4.00g,204 ,204 ,204 ,
657,한상가득도시락,715kcal,25.00g,86.00g,37.00g,715 ,715 ,715 ,
658,나를 위한 닭가슴살 도시락,384kcal,12.00g,43.00g,26.00g,384 ,384 ,384 ,
659,트리플치즈더블버거,465kcal,24.00g,38.00g,23.00g,465 ,465 ,465 ,
660,꼬불이 라면스낵,300kcal,21.00g,27.00g,0.40g,300 ,300 ,300 ,
661,간장불고기 삼각김밥,180kcal,3.50g,31.00g,6.00g,180 ,180 ,180 ,
662,타로 버블티,160kcal,3.80g,28.00g,4.00g,160 ,160 ,160 ,
663,백종원 한판 도시락,843kcal,35.00g,100.00g,32.00g,843 ,843 ,843 ,
664,백종원 더블 고기 정식,870kcal,42.00g,88.00g,35.00g,870 ,870 ,870 ,
665,자이언트 닭가슴살 오리지널,110kcal,1.00g,0.00g,24.00g,110 ,110 ,110 ,
666,오란다,575kcal,21.00g,86.00g,11.00g,575 ,575 ,575 ,
667,자이언트 매콤 닭강정,1648kcal,72.00g,146.00g,104.00g,1648 ,1648 ,1648 ,
668,초코버터스틱,855kcal,45.00g,104.00g,9.00g,855 ,855 ,855 ,
669,700 소고기 고추장,178kcal,2.40g,35.00g,4.00g,178 ,178 ,178 ,
670,치즈폭탄버거,549kcal,28.00g,45.00g,29.00g,549 ,549 ,549 ,
671,햄에그&토마토 샌드위치,467kcal,27.00g,40.00g,16.00g,467 ,467 ,467 ,
672,그릴바베큐후랑크,205kcal,15.00g,5.00g,13.00g,205 ,205 ,205 ,
673,트리플 쨈드위치,348kcal,12.00g,53.00g,8.00g,348 ,348 ,348 ,
674,펭모닝참치,363kcal,18.00g,36.00g,15.00g,363 ,363 ,363 ,
675,로스트비프&아보카도,281kcal,10.00g,35.00g,13.00g,281 ,281 ,281 ,
676,강릉초당순두부아이스크림,178kcal,8.00g,22.00g,5.00g,178 ,178 ,178 ,
677,불진미참치마요,355kcal,12.00g,48.00g,13.00g,355 ,355 ,355 ,
678,넛츠코코,122kcal,9.00g,7.00g,3.00g,122 ,122 ,122 ,
679,스테이크에그볼,159kcal,7.00g,12.00g,12.00g,159 ,159 ,159 ,
680,간장찜닭,528kcal,4.40g,89.00g,33.00g,528 ,528 ,528 ,
681,맛새우칩,155kcal,8.00g,20.00g,2.00g,155 ,155 ,155 ,
682,흑임자치킨 미니 샐러드,118kcal,6.00g,8.00g,8.00g,118 ,118 ,118 ,
683,마늘바게트,140kcal,4.50g,20.00g,3.00g,140 ,140 ,140 ,
684,콘치즈빵빵,355kcal,15.00g,48.00g,7.00g,355 ,355 ,355 ,
685,소금커피,135kcal,3.60g,24.30g,1.20g,135 ,135 ,135 ,
686,종가집김치 수육정식,643kcal,23.00g,77.00g,32.00g,643 ,643 ,643 ,
687,마라훠궈 홍탕면,395kcal,2.90g,83.00g,10.00g,395 ,395 ,395 ,
688,야채칩,155kcal,9.00g,17.00g,1.00g,155 ,155 ,155 ,
689,리챔 참치마요 삼각김밥,318kcal,10.00g,46.00g,11.00g,318 ,318 ,318 ,
690,금성라면,490kcal,16.00g,74.00g,12.00g,490 ,490 ,490 ,
691,초코써니볼,210kcal,6.00g,37.00g,2.00g,210 ,210 ,210 ,
692,3단타워버거,629kcal,32.20g,64.00g,21.00g,629 ,629 ,629 ,
693,살라미니 피칸트,120kcal,10.00g,0.30g,7.00g,120 ,120 ,120 ,
694,참깨누룽지탕면,560kcal,19.00g,86.00g,11.00g,560 ,560 ,560 ,
695,강릉초당 순두부 아이스크림,175kcal,8.00g,21.00g,5.00g,175 ,175 ,175 ,
696,오르조 가바,30kcal,0.00g,8.00g,0.00g,30 ,30 ,30 ,
697,반반한치즈브라우니,160kcal,9.00g,17.00g,3.00g,160 ,160 ,160 ,
698,버터치킨 마크니 샌드위치,308kcal,12.00g,39.00g,11.00g,308 ,308 ,308 ,
699,베리앤치킨샌드위치,393kcal,17.00g,48.00g,12.00g,393 ,393 ,393 ,
700,듀록바비큐김밥,422kcal,6.00g,74.00g,18.00g,422 ,422 ,422 ,
701,떡갈비&닭갈비,690kcal,22.00g,88.00g,35.00g,690 ,690 ,690 ,
702,백종원 더블까스 김밥,491kcal,19.00g,66.00g,14.00g,491 ,491 ,491 ,
703,자이언트 빨간 순대,634kcal,14.00g,120.00g,7.00g,634 ,634 ,634 ,
704,전주비빔,179kcal,2.10g,36.00g,4.00g,179 ,179 ,179 ,
705,수 반상,911kcal,31.00g,105.00g,53.00g,911 ,911 ,911 ,
706,팔도진미 강원도편 춘천식닭갈비,633kcal,17.00g,90.00g,30.00g,633 ,633 ,633 ,
707,매콤직화불고기 삼각김밥,268kcal,4.40g,47.00g,10.00g,268 ,268 ,268 ,
708,Big 스팸마요,314kcal,10.00g,49.00g,7.00g,314 ,314 ,314 ,
709,와사비크래미샌드위치,269kcal,9.00g,40.00g,7.00g,269 ,269 ,269 ,
710,갈비양념버거,372kcal,14.00g,48.00g,14.00g,372 ,372 ,372 ,
711,소이갈릭치밥,606kcal,26.00g,68.00g,25.00g,606 ,606 ,606 ,
712,듀오샌드위치,315kcal,19.00g,29.00g,7.00g,315 ,315 ,315 ,
713,계란듬뿍샌드,312kcal,17.00g,30.00g,11.00g,312 ,312 ,312 ,
714,알찬도시락,602kcal,15.00g,94.00g,24.00g,602 ,602 ,602 ,
715,기사님도반한불백,571kcal,16.00g,88.00g,19.00g,571 ,571 ,571 ,
716,럭키사이다,140kcal,0.00g,35.00g,0.00g,140 ,140 ,140 ,
717,치즈불닭삼각김밥,200kcal,2.80g,35.00g,6.00g,200 ,200 ,200 ,
718,뉴참치마요골드,264kcal,12.00g,30.00g,9.00g,264 ,264 ,264 ,
719,듬뿍참치&치즈샌드,405kcal,25.00g,33.00g,12.00g,405 ,405 ,405 ,
720,쿠키크림케익,420kcal,13.00g,69.00g,6.00g,420 ,420 ,420 ,
721,속초홍게라면,500kcal,19.00g,72.00g,10.00g,500 ,500 ,500 ,
722,팔도진미김밥,339kcal,7.00g,53.00g,16.00g,339 ,339 ,339 ,
723,가마로강정 달콤한맛,310kcal,18.00g,24.00g,13.00g,310 ,310 ,310 ,
724,고기듬뿍 김치제육김밥,320kcal,8.00g,50.00g,12.00g,320 ,320 ,320 ,
725,초코렛 마카롱,280kcal,12.00g,38.00g,5.00g,280 ,280 ,280 ,
726,실속 참치김밥,229kcal,3.50g,42.00g,8.00g,229 ,229 ,229 ,
727,스팸김치볶음밥,180kcal,4.40g,30.00g,5.00g,180 ,180 ,180 ,
728,마라훠궈탕면 큰컵,500kcal,24.00g,65.00g,6.00g,500 ,500 ,500 ,
729,에그불고기치즈버거,377kcal,21.00g,35.00g,12.00g,377 ,377 ,377 ,
730,바다에서 왔닥,85kcal,0.00g,9.60g,12.00g,85 ,85 ,85 ,
731,부대소시지 삼각김밥,163kcal,5.00g,25.00g,5.00g,163 ,163 ,163 ,
732,바삭치즈불닭,210kcal,6.00g,31.00g,8.00g,210 ,210 ,210 ,
733,아이엠 제육밥버거,435kcal,7.00g,79.00g,14.00g,435 ,435 ,435 ,
734,치킨칠리누들샐러드,180kcal,1.69g,31.09g,9.22g,180 ,180 ,180 ,
735,라이스피넛,210kcal,10.70g,19.00g,9.00g,210 ,210 ,210 ,
736,봄날의 체리쥬빌레 샌드위치,297kcal,9.00g,49.00g,5.00g,297 ,297 ,297 ,
737,눈꽃소다,160kcal,0.00g,39.00g,1.00g,160 ,160 ,160 ,
738,바베큐포크&치즈,336kcal,14.00g,39.00g,13.00g,336 ,336 ,336 ,
739,와사비 스테이크 삼각김밥,177kcal,2.50g,33.00g,6.00g,177 ,177 ,177 ,
740,로제떡볶이스낵,540kcal,23.00g,77.00g,5.00g,540 ,540 ,540 ,
741,모짜치즈볼 로제찜닭샌드,373kcal,17.00g,40.00g,15.00g,373 ,373 ,373 ,
742,치즈통소시지김밥,498kcal,22.00g,59.00g,16.00g,498 ,498 ,498 ,
743,티라미수,160kcal,5.00g,27.00g,2.00g,160 ,160 ,160 ,
744,남도떡갈비정식,825kcal,33.00g,100.00g,32.00g,825 ,825 ,825 ,
745,카페모카,200kcal,6.00g,30.00g,7.00g,200 ,200 ,200 ,
746,모히또레몬라임,105kcal,0.00g,16.00g,0.00g,105 ,105 ,105 ,
747,고기듬뿍 보양하오리,547kcal,11.00g,96.00g,16.00g,547 ,547 ,547 ,
748,통햄김볶 삼각김밥,179kcal,3.40g,33.00g,4.00g,179 ,179 ,179 ,
749,누들떡볶이 로제크림,476kcal,8.00g,91.00g,10.00g,476 ,476 ,476 ,
750,꽉찬단팥빵,449kcal,6.00g,89.00g,12.00g,449 ,449 ,449 ,
751,우삼겹김치김밥,361kcal,10.00g,57.00g,11.00g,361 ,361 ,361 ,
752,펭럽유 초코,250kcal,9.00g,34.00g,8.00g,250 ,250 ,250 ,
753,매콤쭈삼,197kcal,3.20g,36.00g,6.00g,197 ,197 ,197 ,
754,진진많도시락,800kcal,26.00g,108.00g,31.00g,800 ,800 ,800 ,
755,페퍼로니 모짜치즈,454kcal,19.00g,50.00g,21.00g,454 ,454 ,454 ,
756,초코넛츠뚱카롱,367kcal,9.70g,65.00g,4.80g,367 ,367 ,367 ,
757,흑당라떼 샌드위치,389kcal,13.00g,63.00g,6.00g,389 ,389 ,389 ,
758,마늘근위볶음,285kcal,13.00g,5.00g,36.00g,285 ,285 ,285 ,
759,치킨몬스터,1058kcal,38.00g,142.00g,36.00g,1058 ,1058 ,1058 ,
760,맛있겠쥬? 닭갈비,759kcal,19.00g,111.00g,36.00g,759 ,759 ,759 ,
761,제육불고기도시락,736kcal,28.00g,86.00g,35.00g,736 ,736 ,736 ,
762,단짠풍미 돼지불고기,158kcal,2.00g,29.00g,6.00g,158 ,158 ,158 ,
763,집밥은 씨유 가쓰오장국,12kcal,0.00g,3.00g,0.00g,12 ,12 ,12 ,
764,쌀대롱,565kcal,19.00g,91.00g,8.00g,565 ,565 ,565 ,
765,라면득템,465kcal,15.00g,71.00g,11.00g,465 ,465 ,465 ,
766,감자치즈그라탕,109kcal,5.00g,13.00g,3.00g,109 ,109 ,109 ,
767,팔도한끼 불고기덮밥,571kcal,7.00g,98.00g,29.00g,571 ,571 ,571 ,
768,화해당 게딱지장,185kcal,5.00g,30.00g,5.00g,185 ,185 ,185 ,
769,춘천식 닭갈비김밥,338kcal,10.00g,50.00g,12.00g,338 ,338 ,338 ,
770,아임파인샌드위치,352kcal,10.00g,59.00g,6.00g,352 ,352 ,352 ,
771,달달마카롱,325kcal,17.00g,39.00g,4.00g,325 ,325 ,325 ,
772,부대소시지김밥,391kcal,13.00g,55.00g,15.00g,391 ,391 ,391 ,
773,핫새김밥,420kcal,20.00g,49.00g,11.00g,420 ,420 ,420 ,
774,춘식이 커피,324kcal,8.00g,51.00g,12.00g,324 ,324 ,324 ,
775,GS 베이컨 햄치즈 샌드위치,295kcal,15.00g,29.00g,11.00g,295 ,295 ,295 ,
776,GS 왕새우칩,291kcal,13.00g,36.00g,2.00g,291 ,291 ,291 ,
777,참치꼬마김밥,446kcal,18.00g,53.00g,18.00g,446 ,446 ,446 ,
778,키토 고추장,21kcal,0.81g,3.24g,1.14g,21 ,21 ,21 ,
779,쫀득 롤케익 플레인,467kcal,25.00g,52.00g,8.00g,467 ,467 ,467 ,
780,Big 참치마요 삼각김밥,312kcal,8.00g,52.00g,8.00g,312 ,312 ,312 ,
781,뻥이요 카라멜,425kcal,15.00g,69.00g,4.00g,425 ,425 ,425 ,
782,마롱피낭시에,175kcal,10.00g,18.00g,3.00g,175 ,175 ,175 ,
783,김치만두유부초밥,456kcal,16.00g,64.00g,14.00g,456 ,456 ,456 ,
784,제주 흑돼지 비빔밥,925kcal,25.00g,140.00g,35.00g,925 ,925 ,925 ,
785,고들빼기 두루치기 덮밥,475kcal,7.00g,85.00g,18.00g,475 ,475 ,475 ,
786,참치마요 유부 밥바,304kcal,8.00g,49.00g,9.00g,304 ,304 ,304 ,
787,야키토리묵 닭조림 삼각,180kcal,1.30g,37.00g,5.00g,180 ,180 ,180 ,
788,제주 흑돼지 두루치기 김밥,316kcal,8.00g,48.00g,13.00g,316 ,316 ,316 ,
789,김치콩나물국,15kcal,0.00g,3.00g,1.00g,15 ,15 ,15 ,
790,주먹왕 한돈불고기,379kcal,4.30g,71.00g,14.00g,379 ,379 ,379 ,
791,3xl 서울식 소불고기,266kcal,6.00g,44.00g,9.00g,266 ,266 ,266 ,
792,흑임자빙수,393kcal,9.00g,72.00g,6.00g,393 ,393 ,393 ,
793,한우버거,478kcal,18.00g,49.00g,30.00g,478 ,478 ,478 ,
794,햄참치게맛살 샌드위치,391kcal,23.00g,36.00g,10.00g,391 ,391 ,391 ,
795,햄계란말이김밥,424kcal,12.00g,63.00g,16.00g,424 ,424 ,424 ,
796,모짜펄 닭가슴살 미니샐러드,113kcal,5.00g,9.00g,8.00g,113 ,113 ,113 ,
797,백종원 소시지 김치덮밥,445kcal,9.00g,81.00g,10.00g,445 ,445 ,445 ,
798,흑임자 치킨 미니 샐러드,118kcal,6.00g,8.00g,8.00g,118 ,118 ,118 ,
799,치킨마요덮밥,709kcal,17.00g,110.00g,29.00g,709 ,709 ,709 ,
800,꾸덕한 커스터드 크림슈,309kcal,21.00g,24.00g,6.00g,309 ,309 ,309 ,
801,NEW 햄치즈 샌드위치,295kcal,12.00g,30.00g,12.00g,295 ,295 ,295 ,
802,간장불고기 도시락,730kcal,22.00g,98.00g,35.00g,730 ,730 ,730 ,
803,백종원의 빽햄 김치볶음,203kcal,7.00g,30.00g,9.00g,203 ,203 ,203 ,
804,풍성한 제육볶음 주먹밥,231kcal,3.40g,43.00g,7.00g,231 ,231 ,231 ,
805,백종원 반반 참치불고기 김밥,383kcal,7.00g,65.00g,15.00g,383 ,383 ,383 ,
806,불고기 전주비빔 주먹밥,279kcal,7.00g,46.00g,8.00g,279 ,279 ,279 ,
807,고소한 치즈팝콘,410kcal,25.00g,40.00g,6.00g,410 ,410 ,410 ,
808,고기 산적 김밥,488kcal,16.00g,66.00g,20.00g,488 ,488 ,488 ,
809,빅 클래식 불고기버거,601kcal,29.00g,58.00g,27.00g,601 ,601 ,601 ,
810,한판도시락,855kcal,35.00g,106.00g,29.00g,855 ,855 ,855 ,
811,스페셜 찬 도시락,703kcal,23.00g,95.00g,29.00g,703 ,703 ,703 ,
812,어른오트,155kcal,6.00g,22.00g,3.60g,155 ,155 ,155 ,
813,마라볶음면,465kcal,4.40g,95.00g,12.00g,465 ,465 ,465 ,
814,유부&김밥세트,424kcal,8.00g,76.00g,12.00g,424 ,424 ,424 ,
815,고기김밥,318kcal,6.00g,54.00g,12.00g,318 ,318 ,318 ,
816,두부된장국,15kcal,0.00g,3.00g,1.00g,15 ,15 ,15 ,
817,치즈쿠키,125kcal,6.00g,16.00g,1.00g,125 ,125 ,125 ,
818,새우버거,372kcal,16.00g,47.00g,10.00g,372 ,372 ,372 ,
819,작은별 초코스낵,475kcal,25.00g,56.00g,6.00g,475 ,475 ,475 ,
820,치킨치즈모닝머핀,375kcal,15.00g,42.00g,18.00g,375 ,375 ,375 ,
821,곱창철판볶음밥,561kcal,17.00g,92.00g,10.00g,561 ,561 ,561 ,
822,고추참치 비빔우동,505kcal,13.00g,84.00g,13.00g,505 ,505 ,505 ,
823,딥치즈베이컨버거,473kcal,29.00g,38.00g,15.00g,473 ,473 ,473 ,
824,베이컨에그샌드위치,306kcal,14.00g,36.00g,9.00g,306 ,306 ,306 ,
825,봄나물비빔밥 삼각김밥,163kcal,2.10g,32.00g,4.00g,163 ,163 ,163 ,
826,채식주의 샐러드볼,422kcal,18.00g,39.00g,26.00g,422 ,422 ,422 ,
827,콤비네이션피자,305kcal,10.00g,37.00g,17.00g,305 ,305 ,305 ,
828,치즈불고기 버거,710kcal,42.00g,61.00g,22.00g,710 ,710 ,710 ,
829,사과조림 프렌치토스트,460kcal,12.00g,78.00g,10.00g,460 ,460 ,460 ,
830,통리챔김볶,168kcal,1.80g,33.00g,5.00g,168 ,168 ,168 ,
831,자케 브라우니,129kcal,7.20g,14.00g,2.00g,129 ,129 ,129 ,
832,가쓰오우동,220kcal,2.20g,45.00g,5.00g,220 ,220 ,220 ,
833,쫄깃한 편육,455kcal,32.00g,2.00g,39.00g,455 ,455 ,455 ,
834,초코프레첼,190kcal,5.00g,32.00g,3.00g,190 ,190 ,190 ,
835,프로틴볼스,175kcal,9.00g,14.00g,9.00g,175 ,175 ,175 ,
836,퀴노아바질샐러드,111kcal,2.10g,16.00g,7.00g,111 ,111 ,111 ,
837,백종원 더블닭갈비,292kcal,3.60g,55.00g,10.00g,292 ,292 ,292 ,
838,마늘족반 불족반,584kcal,24.00g,35.00g,57.00g,584 ,584 ,584 ,
839,불똥집 짜글이,295kcal,5.00g,45.00g,17.00g,295 ,295 ,295 ,
840,새우유부초밥,463kcal,15.00g,69.00g,13.00g,463 ,463 ,463 ,
841,치킨버거,584kcal,20.00g,77.00g,24.00g,584 ,584 ,584 ,
842,불향가득 간장불고기,264kcal,4.00g,47.00g,10.00g,264 ,264 ,264 ,
843,초코마카롱,180kcal,6.00g,30.00g,3.00g,180 ,180 ,180 ,
844,빅통모짜 비프 버거,567kcal,31.00g,51.00g,21.00g,567 ,567 ,567 ,
845,상하이 스파이시 치킨버거,489kcal,25.00g,51.00g,15.00g,489 ,489 ,489 ,
846,깍두기 철판 볶음밥,500kcal,16.00g,81.00g,8.00g,500 ,500 ,500 ,
847,매콤 불고기 김밥,318kcal,6.00g,54.00g,12.00g,318 ,318 ,318 ,
848,김치우동,350kcal,3.60g,74.00g,6.00g,350 ,350 ,350 ,
849,쫀득롤케익 플레인,465kcal,25.00g,52.00g,8.00g,465 ,465 ,465 ,
850,2XL 삼겹볶음,292kcal,8.00g,46.00g,9.00g,292 ,292 ,292 ,
851,카프레제 모타렐라 샌드,395kcal,21.00g,34.00g,17.00g,395 ,395 ,395 ,
852,The 부드러운 와사비 크래미 샌드위치,269kcal,9.00g,40.00g,7.00g,269 ,269 ,269 ,
853,남도 떡갈비 정식,825kcal,33.00g,100.00g,32.00g,825 ,825 ,825 ,
854,고메 함박스테이크,739kcal,31.00g,88.00g,27.00g,739 ,739 ,739 ,
855,참치김치,146kcal,1.60g,30.00g,3.00g,146 ,146 ,146 ,
856,커스터드 찰떡꼬치,447kcal,76.30g,91.60g,6.20g,447 ,447 ,447 ,
857,스팸밥바,273kcal,9.00g,39.00g,9.00g,273 ,273 ,273 ,
858,우유생크림 케이크,575kcal,33.00g,61.00g,7.00g,575 ,575 ,575 ,
859,치즈맛라면,380kcal,12.00g,61.00g,7.00g,380 ,380 ,380 ,
860,딸기우유,315kcal,12.30g,42.00g,9.30g,315 ,315 ,315 ,
861,매콤담백 참치김치볶음 삼각김밥,180kcal,3.60g,31.00g,6.00g,180 ,180 ,180 ,
862,김치두루치기 김밥,380kcal,8.00g,66.00g,11.00g,380 ,380 ,380 ,
863,보성녹돈 불고기 정식,777kcal,21.00g,116.00g,31.00g,777 ,777 ,777 ,
864,오븐에 구운 도넛,175kcal,7.00g,26.00g,2.00g,175 ,175 ,175 ,
865,큐브티라미수,440kcal,21.00g,56.00g,5.00g,440 ,440 ,440 ,
866,와사비참치김밥,354kcal,10.00g,52.00g,14.00g,354 ,354 ,354 ,
867,리얼초코스콘,456kcal,22.00g,60.00g,6.00g,456 ,456 ,456 ,
868,크림치즈프레즐,279kcal,6.00g,48.00g,8.00g,279 ,279 ,279 ,
869,핫돈까스김밥,534kcal,14.00g,87.00g,15.00g,534 ,534 ,534 ,
870,저지방우유,120kcal,3.00g,14.00g,9.00g,120 ,120 ,120 ,
871,매콤돈까스,379kcal,11.00g,61.00g,9.00g,379 ,379 ,379 ,
872,야키토리묵 츠쿠네산도,477kcal,21.00g,51.00g,21.00g,477 ,477 ,477 ,
873,더블닭갈비김밥,356kcal,8.00g,58.00g,13.00g,356 ,356 ,356 ,
874,2XL 소불고기,268kcal,3.60g,51.00g,8.00g,268 ,268 ,268 ,
875,백종원 모닝샌드위치,319kcal,11.00g,46.00g,9.00g,319 ,319 ,319 ,
876,치아바타 피자샌드 바베큐치킨,420kcal,31.00g,25.00g,10.00g,420 ,420 ,420 ,
877,몽골리안 정식,812kcal,32.00g,110.00g,21.00g,812 ,812 ,812 ,
878,떡갈비전주비빔밥 삼각김밥,235kcal,7.00g,38.00g,5.00g,235 ,235 ,235 ,
879,꿀젤리,368kcal,0.00g,85.00g,6.00g,368 ,368 ,368 ,
880,리코타치즈샐러드,197kcal,13.00g,14.00g,6.00g,197 ,197 ,197 ,
881,고기산적김밥,488kcal,16.00g,66.00g,20.00g,488 ,488 ,488 ,
882,동의훈제란,54kcal,3.30g,0.40g,5.50g,54 ,54 ,54 ,
883,달고나 라떼,190kcal,3.60g,35.00g,4.60g,190 ,190 ,190 ,
884,커스타드 크림&단팥 호빵,340kcal,10.00g,56.00g,7.00g,340 ,340 ,340 ,
885,보쌈겹살,438kcal,30.00g,1.00g,41.00g,438 ,438 ,438 ,
886,가츠산도,503kcal,27.00g,47.00g,18.00g,503 ,503 ,503 ,
887,돼지불백 김밥,312kcal,4.40g,58.00g,10.00g,312 ,312 ,312 ,
888,오란다스낵,764kcal,24.00g,122.00g,15.00g,764 ,764 ,764 ,
889,치킨 마크니커리,554kcal,14.00g,85.00g,22.00g,554 ,554 ,554 ,
890,로투스 비스코프 생크림케익,575kcal,30.00g,70.00g,6.00g,575 ,575 ,575 ,
891,탄단지 그릴닭가슴살볼,263kcal,7.00g,31.00g,19.00g,263 ,263 ,263 ,
892,매콤짭짤 뉴리치 소고기전주,179kcal,3.00g,34.00g,4.00g,179 ,179 ,179 ,
893,매콤불고기김밥,368kcal,8.00g,60.00g,14.00g,368 ,368 ,368 ,
894,티라미수 크림모찌,185kcal,1.50g,40.00g,3.00g,185 ,185 ,185 ,
895,딸기샌드위치,362kcal,14.00g,51.00g,8.00g,362 ,362 ,362 ,
